9.852216748768486895e-03,7.755162738192071178e-03,1.916075763452131748e-03,3.042596367739967226e-03,7.662835260914191947e-03,9.578544061302681498e-04,7.567222707774602999e-03,5.172413793103448204e-03,8.995789428068985336e-03,3.042596348884381297e-03,1.379376396042073308e-02,6.206896551724148947e-03,1.239244779937264881e-02,9.404106312740233634e-03,7.389162561576354329e-03,1.014198782961460432e-02,7.541456073221218352e-03,5.617219259628520624e-03,2.873563218390804558e-03,1.135304942013581897e-02,8.995502248875585777e-03,8.620689655172413673e-03,8.703896486055654955e-03,7.976106215578815384e-03,8.761977002271397266e-03,9.150779680994701112e-03,1.179525718065278610e-02,5.172413793103448204e-03,7.957559681697612755e-03,5.541871932630300542e-03,8.006307389178762834e-03,2.722323049001814776e-03,1.253918495297805594e-02,8.301404853128991138e-03,9.725420652835405771e-03,3.135396703830760964e-03,4.137931034482758737e-03,7.209165233638786287e-03,1.094813531999435340e-02,9.252155851806980608e-03,7.836990595611284527e-03,5.015374338953951239e-03,9.578544097029347698e-03,6.158291135110765223e-03,5.747126436781609116e-03,0.000000000000000000e+00,2.155172413793138980e-03,4.927763246568158187e-03,8.094192084392116612e-03,1.633393829401088779e-02,5.747126436781609116e-03,8.620689667501065662e-03,3.448275883438629754e-03,1.183600299505110053e-02,0.000000000000000000e+00
5.411255411255411034e-03,2.545336626161094368e-03,2.347587527485008687e-11,1.069518716577712129e-02,5.892900836774453942e-03,1.643960288222945800e-15,6.611186354622964473e-03,6.818181818181817851e-03,8.916857638805340477e-03,4.010695187165775819e-03,1.590909090909090745e-02,6.280739102891156125e-03,1.006281588060237500e-02,6.768921737833017566e-03,9.740259740259740034e-03,4.204502575673904965e-03,8.929193339357197057e-03,3.636711906403674276e-03,3.787878787878787984e-03,9.648446803529157900e-03,4.940711462450592985e-03,5.681818181818181976e-03,5.303030303030315494e-03,1.041666668427235556e-02,6.993006993006993001e-03,9.740259740259759116e-03,1.048076311580636855e-02,3.409090930219196413e-03,5.245090119793728752e-03,7.305194805194805026e-03,5.458549398836638235e-03,2.392344497609193241e-03,1.215312826980525888e-02,6.734006734006749324e-03,8.219047277080391775e-03,1.033057851239669450e-02,5.454545454545454974e-03,9.060798118831221021e-03,8.417519917873997337e-03,4.987487686215224918e-03,8.264462809918684399e-03,4.678756642664852819e-03,1.010101010101010187e-02,7.472194994880215248e-03,9.090909090909090468e-03,0.000000000000000000e+00,2.840909090909091422e-03,2.525252525254148735e-03,1.055194805194805199e-02,1.076555023923445042e-02,7.575757575757575968e-03,4.370629370629370951e-03,3.030303058474080862e-03,8.413827303264521593e-03,0.000000000000000000e+00
1.221001221001221000e-02,9.898026896513657455e-03,5.698593607210225738e-03,7.759554795500991572e-03,1.058365145716285392e-02,4.273546460423864428e-03,1.033806747017025802e-02,7.692307692307692735e-03,1.003387190305911510e-02,7.542100621812335495e-03,2.051282051282051280e-02,5.128598048250282947e-03,1.282051282051282007e-02,9.493416111311450689e-03,1.098901098901098987e-02,1.077614604738636080e-02,1.138622207586362581e-02,6.153846153846153841e-03,4.273504273504273934e-03,1.003344483677996030e-02,1.003387192378554435e-02,6.410256410256410034e-03,1.538461538461538547e-02,1.068376068376070305e-02,9.862688554327467272e-03,7.326475110666219072e-03,1.743629037501094256e-02,6.410294378484042259e-03,1.099074402823935898e-02,4.579105400223481073e-03,1.068376068376068397e-02,4.048582995951417046e-03,1.282051284218169683e-02,1.153331892632208748e-02,1.438268559018156083e-02,9.324902324111946847e-03,6.153846153846153841e-03,5.698005698005713902e-03,1.709401709401709574e-02,1.282051282051282007e-02,1.048954500608106390e-02,4.711859928660088598e-03,1.424501424501424529e-02,1.007326007326007390e-02,1.025641025641025640e-02,0.000000000000000000e+00,3.205128205128205017e-03,4.273546460423864428e-03,1.098936181047987723e-02,6.748155326645129820e-03,8.547008547008547868e-03,1.113330356391482173e-02,1.196586259011547630e-02,1.298902681000475498e-02,0.000000000000000000e+00
2.551020408163279414e-03,5.901906835837122771e-03,2.976570532781771389e-03,2.252715176479795373e-03,3.344257856130798418e-03,3.811990949540220883e-150,3.918740336740294053e-03,5.357142857142857192e-03,6.987577639751565116e-03,1.050822580928598062e-03,1.097247290967349499e-02,3.571428571428571317e-03,6.696672466232537688e-03,4.058441558441558059e-03,7.653061224489795741e-03,3.151260539490552837e-03,3.280985222842574840e-03,3.571428571428571317e-03,2.976190476190476025e-03,6.211180125023146523e-03,4.658385093167701982e-03,0.000000000000000000e+00,3.571428582495005111e-03,4.464325864914196577e-03,6.868131868131868017e-03,5.952380952380952051e-03,6.531846315628226686e-03,5.357142857142857192e-03,6.280621448775520338e-03,4.464285714285714038e-03,2.976190476190476025e-03,2.819548872180450971e-03,7.305194805194805026e-03,5.952634323441815915e-03,6.048005839561634150e-03,1.136363636363636395e-02,3.674703449583683734e-03,4.629883000690493237e-03,5.952634323441815915e-03,5.740040252318644350e-03,7.305194805194805026e-03,5.739795918367347240e-03,9.920634920634939166e-03,6.377551020408163407e-03,5.952380952380952051e-03,0.000000000000000000e+00,2.232142857142857019e-03,4.167814138630950190e-03,5.102040816326540613e-03,7.525402358417837556e-03,0.000000000000000000e+00,4.220181888335959412e-03,2.380952380952381167e-03,6.493506493506506078e-03,0.000000000000000000e+00
6.803589810294416278e-03,8.527961807677387346e-03,2.469036126989712990e-03,5.596996269972998733e-03,9.282632361834830190e-03,2.469036102397661071e-03,6.803046867037101930e-03,7.142857142857142634e-03,9.466443942038075751e-03,4.014833770314060572e-03,1.666666666666666644e-02,3.947223647063959409e-03,1.116071428571428596e-02,8.665996411837326857e-03,1.020408163265306041e-02,8.403361370576482511e-03,7.776007508007786589e-03,6.666666666666681840e-03,3.968253968253968034e-03,1.138716358032257521e-02,8.580920971878172251e-03,5.954661291928721630e-03,8.730158730158730368e-03,1.143464480564826934e-02,1.282051282051282007e-02,7.399231251806639813e-03,1.619084104480383521e-02,3.412608704766932014e-03,1.544559642253902527e-02,3.524958369129946138e-03,9.457839929197549636e-03,1.253132832223191086e-03,1.298742759420349127e-02,8.818680012546068966e-03,1.322751324390795784e-02,6.493506493506493935e-03,5.714285714285714281e-03,5.297851692032552913e-03,1.058885698303785663e-02,1.037772911746747025e-02,8.513626940922761413e-03,4.374646963790100075e-03,1.058201058201058142e-02,6.802721088435373896e-03,1.111111111129223228e-02,0.000000000000000000e+00,2.976190476190476025e-03,5.114538747900284309e-03,7.776333270800340342e-03,1.253180841558349835e-02,1.147498646167913498e-03,9.157859978986234925e-03,6.067601230548754290e-03,1.515151515151515194e-02,0.000000000000000000e+00
6.944444444444481356e-03,9.259259618496584396e-03,8.152711874599191666e-03,4.955812573105025653e-03,8.710779057742526130e-03,3.523082244969561426e-03,6.696713641538126413e-03,6.250000000000000347e-03,7.246376828434442259e-03,4.955812573105025653e-03,1.250000000000001457e-02,3.333652611856066129e-03,9.859755748318483129e-03,8.659644724826854115e-03,1.228135947929842944e-02,7.352941176470588133e-03,6.911584567585055475e-03,4.287154040007304379e-03,3.472222222222222029e-03,9.058203267365793482e-03,1.100087677866340430e-02,9.683129024140525418e-11,7.739295020428592180e-03,6.865289090079742390e-03,9.615384645178857645e-03,7.936507936507936067e-03,1.178747327205099081e-02,6.296173079893465502e-03,6.561627392720279471e-03,3.720238095238095032e-03,1.128472222222222203e-02,6.627130547865900390e-03,1.988636363636365686e-02,8.777444034598794881e-03,9.259259259259296909e-03,3.794939739471339842e-03,2.620806605384325399e-03,5.401530181817630269e-03,9.660709138814962960e-03,1.190504694720537562e-02,7.617370321641762747e-03,6.804006569506838853e-03,9.259259259259258745e-03,6.696428585261613407e-03,1.111111111111111154e-02,0.000000000000000000e+00,5.208333333333333044e-03,6.995747866548295002e-03,6.060529035346149014e-03,1.002695704979953209e-02,6.969054464572487461e-198,1.041666666666667997e-02,4.166675157733287262e-03,1.339449322728102770e-02,0.000000000000000000e+00
4.052684903748733809e-03,5.069940495076022055e-03,7.535828722046572330e-03,9.230677220089361298e-03,5.138123739411031184e-03,5.171762528193144491e-03,2.389502150013050105e-03,6.382978723404254991e-03,3.700986303504209905e-03,6.728027779593774224e-03,1.702127659574468113e-02,2.553191489361701996e-03,6.649190901353490245e-03,7.876774496536228382e-03,9.118541033434649987e-03,7.509386733416770730e-03,6.079027355623100280e-03,8.517159098621706996e-04,1.358500156118385062e-06,8.325978830375252437e-03,7.401812794707705694e-03,6.088217177750836553e-03,6.382978723404266266e-03,4.432963738515679000e-03,6.547271844589240032e-03,3.186002866685765534e-03,1.191489363284393629e-02,4.655401375467500824e-03,1.012709582557397639e-02,3.799392097264449927e-03,6.334191424167729886e-03,6.019814329110219180e-03,8.704061931511814648e-03,1.024489063252928198e-02,9.456264790064309797e-03,5.802707930367505089e-03,5.229433913198949097e-03,2.364368097427607153e-03,1.024489061787868527e-02,7.709975333547571495e-03,1.196838597567833652e-02,3.039804799115223329e-03,9.457170442184458306e-03,3.799683204440748932e-03,1.087514441256521268e-02,0.000000000000000000e+00,6.317316752264360083e-03,1.007079896958458336e-02,6.189185354453798603e-03,5.599104164156338409e-03,6.918787993302539886e-316,7.790422199892450654e-03,6.206115033831773216e-03,7.876774514515247697e-03,0.000000000000000000e+00
7.238687770432783268e-03,9.456264775413711354e-03,3.546099290780141758e-03,6.257822277847309086e-03,7.092802359407447861e-03,1.182033118902609632e-03,7.598784236910961255e-03,6.382978723404254991e-03,4.625346918216103644e-03,6.257822277847309086e-03,1.489361706083320788e-02,3.404581359186404851e-03,1.006953779787817839e-02,6.910027008182962130e-03,7.219790574016411895e-03,6.439259051609518003e-03,6.079027355623100280e-03,1.702127659574468070e-03,3.546099290780141758e-03,1.295097132284921300e-02,6.475485661424606500e-03,5.319148936170212637e-03,7.937811045647898134e-03,7.476732702350595040e-03,9.819967266775777442e-03,7.238687770432783268e-03,1.021313159185104416e-02,5.319148955948518366e-03,9.001636661211129611e-03,3.909259003046174422e-03,6.206054628772664054e-03,2.239641657334826442e-03,1.174524645011330512e-02,9.570237472654143790e-03,1.275492491613962331e-02,9.671179883945842104e-03,5.106382978723403993e-03,4.728132387706868688e-03,2.127659574468085055e-02,9.118541033434649987e-03,9.671179883945842104e-03,3.153459927726605990e-03,9.456264775413711354e-03,6.839487989428610221e-03,5.673758865410079635e-03,0.000000000000000000e+00,2.659574468085106318e-03,3.546099290780141758e-03,6.079609584103083317e-03,1.231845811539084533e-02,7.092198581560283516e-03,5.767685601315234410e-03,4.255319175307244878e-03,1.063829789032071788e-02,0.000000000000000000e+00
8.867197585081072406e-03,1.010101010101010187e-02,6.734006734006733712e-03,1.426024955436720060e-02,1.010144006402247455e-02,1.010101010101010187e-02,1.205122866151151634e-02,1.212121212121212120e-02,1.317523056653491405e-02,1.069518716577540045e-02,2.121212121212121340e-02,1.108487495629946300e-02,1.246635838691018475e-02,1.258370839224037287e-02,1.298701298701298787e-02,9.678355362229482117e-03,1.190476190476192145e-02,5.024203547225675887e-03,5.050505050505050934e-03,1.185770753437632302e-02,9.222661396574455620e-03,7.575757575757575968e-03,1.010101090397915423e-02,9.020940441183279007e-03,9.661036898408329951e-03,1.154401154401154400e-02,1.333333333333335848e-02,9.090909090909090468e-03,1.048951048951048994e-02,6.493921145352462426e-03,8.838383838383838051e-03,7.974481688343873498e-03,1.377410468319559267e-02,1.010138660227600897e-02,8.978675645342330119e-03,1.101928374655647414e-02,7.272727272727272721e-03,1.026384150935876621e-02,1.122334455667788923e-02,8.981471682812472782e-03,9.641873278236914868e-03,9.740259740259740034e-03,1.346801346801346742e-02,1.082251084704548283e-02,8.141094085127554073e-03,0.000000000000000000e+00,3.787878787878787984e-03,3.367003367003366856e-03,1.190476190476192318e-02,1.139487213623151078e-02,1.165954551011685186e-02,8.158508158508184088e-03,8.080808080808080801e-03,1.239669421487603340e-02,0.000000000000000000e+00
3.607503607503607500e-03,4.489337833144851214e-03,2.920233414794197631e-03,8.912655971479500373e-04,2.805836139169481415e-03,8.417508417508417140e-04,2.705835009222966325e-03,3.030303030303030300e-03,3.294060011227948389e-03,8.912655971479500373e-04,7.575757575757575968e-03,2.718601834856817535e-03,4.261389195566441489e-03,4.132231404958677801e-03,6.493506493506493935e-03,4.456327985739750620e-03,4.329004329004329001e-03,3.636363636363636360e-03,2.525252525252525467e-03,5.928853754940711061e-03,2.635046137801854826e-03,3.787878787878787984e-03,5.123527691624843450e-03,5.681852249018106739e-03,4.662004662004662001e-03,4.329004329004329001e-03,4.936112029096221404e-03,3.030303030303030300e-03,4.662227913432836872e-03,3.509574159147920216e-03,5.141783363641906114e-03,2.392344497607655409e-03,4.820936639118457434e-03,5.611887259845142230e-03,6.172839516605849522e-03,4.331384062558067856e-03,2.424242435510065574e-03,3.938521947510553907e-03,7.295388943346815466e-03,5.411369476636855060e-03,5.509641873278237068e-03,3.787878787878787984e-03,1.010101010101010360e-02,3.787878787878797091e-03,6.936968009959567846e-03,0.000000000000000000e+00,3.787878787878787984e-03,4.631886740757137043e-03,2.705627715688099875e-03,4.784689240965612871e-03,0.000000000000000000e+00,2.331225581027986712e-03,4.040404040404040401e-03,6.198347120242154659e-03,0.000000000000000000e+00
